instrument_id,instrument_name,weight,risk_contribution,risk_contribution_pct
INST_01463,Innovative Solutions,0.005241505727383937,1.1416287887971664e-07,1.7961023455225266e-05
INST_01418,Global Solutions,0.004490786272106959,1.1059802011751868e-07,1.7400171167067183e-05
INST_00171,Advanced Solutions,0.003981305729542086,9.119729508419255e-08,1.4347892871430608e-05
INST_00132,Alpha Supply Co,0.0038049796855662136,9.062989214694192e-08,1.4258624472065348e-05
INST_01490,Elite Industries,0.0037655716909468628,8.325129022761403e-08,1.3097763398480732e-05
INST_00649,Innovative Manufacturing,0.0037598888318669753,8.045397390384387e-08,1.2657667067729851e-05
INST_00304,Global Technologies,0.003715855857491184,7.995323578162363e-08,1.2578886913914712e-05
INST_00189,Strategic Enterprises,0.0037200215277454055,7.692056557797182e-08,1.2101762815483881e-05
INST_00730,Superior Group,0.004081684136752415,7.475723461799921e-08,1.176141016762869e-05
INST_00768,Advanced Manufacturing,0.0036042238353975555,7.344488293039339e-08,1.1554940431810032e-05
INST_00591,Innovative Partners,0.004254526676739462,7.331046693247596e-08,1.15337930245701e-05
INST_01390,Innovative Industries,0.0033881303652183166,6.803623032547638e-08,1.0704007648304873e-05
INST_00748,Dynamic Enterprises,0.003758462590016875,6.625238354865849e-08,1.0423358508117092e-05
INST_00071,Dynamic Partners,0.003364692265641585,6.583463249539971e-08,1.0357634548283079e-05
INST_00915,Global Systems,0.0029956923355672176,6.360043425148439e-08,1.0006132488626138e-05
INST_00442,Strategic Technologies,0.002935706175979798,5.7339137410008345e-08,9.021054847509822e-06
INST_00984,Prime Supply Co,0.0028362612395234784,5.6332551046268485e-08,8.862690574759744e-06
INST_00555,Global Systems,0.0035903970238349613,5.35969126798261e-08,8.432297916946209e-06
INST_00020,Global Partners,0.0029600817544051168,5.026021524140088e-08,7.907341805619611e-06
INST_01209,Superior Enterprises,0.0027686967373311278,4.767184170834237e-08,7.500118037312837e-06
INST_00100,Advanced Partners,0.0028242384144081156,4.505874641270045e-08,7.089004842232906e-06
INST_00969,Premier Supply Co,0.0028130086738151192,4.38414819795927e-08,6.897494999026384e-06
INST_00233,Innovative Solutions,0.0026681811961785885,4.0181093511791105e-08,6.321613208285196e-06
INST_00756,Alpha Manufacturing,0.0021002482710532427,3.9408348288211414e-08,6.2000387068200435e-06
INST_01313,Advanced Technologies,0.002488239835195154,3.7521247510303044e-08,5.903144815679672e-06
INST_01329,Innovative Industries,0.0017401873882605416,3.250267563704318e-08,5.113582674185978e-06
INST_00213,Dynamic Enterprises,0.0017784636141104718,3.018012347114209e-08,4.7481800640110405e-06
INST_00691,Alpha Group,0.001501460018744379,2.8513640089966957e-08,4.485995478349303e-06
INST_00208,Premier Technologies,0.0018307959837775124,2.601269858742827e-08,4.092527221171141e-06
INST_00015,Superior Systems,0.001908706888449222,2.3056861473389543e-08,3.6274911231325565e-06
INST_01357,Dynamic Partners,0.0017574075372799086,2.160302488871607e-08,3.398761843934043e-06
INST_01065,Dynamic Manufacturing,0.0012411383502157845,2.1547528251009393e-08,3.39003066597745e-06
INST_00964,Global Systems,0.0013665050491765594,1.8587781618395495e-08,2.9243794909933967e-06
INST_00827,Dynamic Systems,0.0011480842888454083,1.5605301791927707e-08,2.4551517468825947e-06
INST_01461,Superior Partners,0.0009283237307032701,1.1870608259966128e-08,1.8675796850715472e-06
INST_00486,Elite Group,0.00018419450590286012,9.601420847348036e-09,1.510572847627675e-06
INST_01478,Premier Partners,0.0007070172320744075,8.308221103739493e-09,1.3071162498686364e-06
INST_00012,Alpha Supply Co,0.0044134137543745955,7.410629829421271e-09,1.1658999623202024e-06
INST_00699,Premier Technologies,0.0002776993160621657,6.781154861914726e-09,1.0668658912910864e-06
INST_00246,Prime Solutions,0.0003273150553555736,4.770109496869691e-09,7.504720395807346e-07
INST_00872,Elite Industries,0.0004165205364702397,3.744101763189963e-09,5.890522405120702e-07
INST_00364,Innovative Solutions,0.006368407018731574,3.0589480850833448e-09,4.812583463525454e-07
INST_01143,Strategic Solutions,2.178261666689461e-05,1.4614107389675347e-10,2.2992090614646848e-08
INST_00123,Global Supply Co,2.183619301932308e-12,3.3082710597047406e-15,5.204838445096093e-13
INST_00502,Innovative Enterprises,2.8523566113781474e-12,2.895528524647917e-15,4.555478650925566e-13
INST_01268,Strategic Corp,1.0684267433017324e-12,1.6180978859079306e-15,2.5457218989951676e-13
INST_00697,Dynamic Group,1.6594847540359556e-12,1.0386738800831003e-15,1.6341253922089866e-13
INST_01301,Prime Partners,2.6482443010911826e-12,9.660023122671715e-16,1.519792629503771e-13
INST_00966,Advanced Supply Co,2.953850805008143e-12,9.642045109996092e-16,1.5169641837733037e-13
INST_00178,Elite Supply Co,1.7073153648303723e-12,7.098595628586662e-16,1.1168082290438561e-13
INST_01371,Superior Enterprises,1.5041572880784567e-12,6.303121488249147e-16,9.916578313591517e-14
INST_01227,Innovative Systems,1.309444986818757e-12,5.782364157116744e-16,9.097280943839271e-14
INST_00122,Superior Partners,1.988476921049759e-12,3.6929507544421133e-16,5.810047518984856e-14
INST_00219,Alpha Partners,1.518308271976464e-12,3.385649101882346e-16,5.326575812277914e-14
INST_01144,Strategic Partners,2.4384310620034747e-12,2.769164769689336e-16,4.35667301559355e-14
INST_01120,Alpha Industries,1.7182072967145245e-12,2.656098765668428e-16,4.178788472900143e-14
INST_00078,Global Systems,3.0800053895624582e-12,2.4806801368852764e-16,3.9028057596946315e-14
INST_01488,Dynamic Enterprises,7.890123305430496e-13,2.459946023773335e-16,3.8701851832356894e-14
INST_00167,Strategic Solutions,9.784871985389684e-13,2.2138753059016164e-16,3.483046913886799e-14
INST_00055,Elite Group,4.157979589083191e-13,2.200216068118374e-16,3.461557101032324e-14
INST_00719,Alpha Solutions,3.0857505359450496e-12,2.1912741784812614e-16,3.4474890001678185e-14
INST_01142,Elite Systems,3.7219873897248923e-13,2.0013005163125367e-16,3.148607136328124e-14
INST_00968,Advanced Partners,1.203004473040743e-12,1.7277286325682755e-16,2.718201818168804e-14
INST_01277,Superior Enterprises,3.9979537589598325e-13,1.701514684453437e-16,2.6769599239940127e-14
INST_01281,Elite Enterprises,1.6157916243596114e-12,1.6806598536766186e-16,2.6441494247833333e-14
INST_00289,Alpha Systems,4.97555649584317e-13,1.671231390617653e-16,2.6293158074279727e-14
INST_01433,Innovative Supply Co,1.33863876241672e-12,1.6590113652661862e-16,2.6100902794704663e-14
INST_01180,Global Group,2.29827278493632e-12,1.5147439955219711e-16,2.3831172355855437e-14
INST_00580,Superior Systems,4.863838062500191e-13,1.4921871950973465e-16,2.347629060665885e-14
INST_00102,Alpha Enterprises,8.846816834652032e-13,1.4914932141540142e-16,2.34653723395978e-14
INST_00900,Dynamic Solutions,1.5863952974690627e-12,1.4850128826268173e-16,2.33634185454225e-14
INST_00698,Global Partners,1.6760703924456298e-12,1.4764149424275277e-16,2.3228148826314624e-14
INST_00144,Superior Partners,3.0954601029482917e-12,1.4745056633173063e-16,2.3198110509816498e-14
INST_01473,Superior Corp,1.3606866328787457e-12,1.4647119631325476e-16,2.3044028131675677e-14
INST_00028,Dynamic Enterprises,5.554727096008511e-13,1.463822072351421e-16,2.30300276532809e-14
INST_00506,Elite Supply Co,1.1578337187458294e-12,1.4595266336773977e-16,2.2962448352958683e-14
INST_00164,Strategic Corp,2.155570567505532e-12,1.4508821668331137e-16,2.2826446639204e-14
INST_00832,Superior Supply Co,1.5542651847118105e-12,1.3469275018317621e-16,2.119094813505661e-14
INST_00252,Prime Enterprises,7.038386435159115e-13,1.3276759581463117e-16,2.0888067346592975e-14
INST_00209,Advanced Supply Co,1.9559541235888722e-12,1.3116514592119398e-16,2.063595702488172e-14
INST_00753,Innovative Group,3.987612645232493e-13,1.2787669124292313e-16,2.011859085307995e-14
INST_01289,Global Manufacturing,1.3848319527817522e-12,1.2100469848103498e-16,1.9037433611850456e-14
INST_01265,Premier Solutions,2.846100955812344e-12,1.0901260604171847e-16,1.715074105737545e-14
INST_00834,Superior Supply Co,2.74036049992196e-12,1.072224893744073e-16,1.686910548752405e-14
INST_00118,Elite Enterprises,3.085412877123453e-12,9.799328210103899e-17,1.54170922767784e-14
INST_00976,Prime Systems,5.89368834941099e-13,9.295212075633123e-17,1.462397617772426e-14
INST_00316,Global Industries,1.2408877841527518e-12,9.249172582402695e-17,1.455154313942907e-14
INST_01477,Premier Group,5.994311841978073e-13,8.328250466187696e-17,1.3102674304647778e-14
INST_01324,Elite Corp,3.3408089027359494e-13,8.098918545961242e-17,1.2741870859724226e-14
INST_01099,Alpha Manufacturing,7.405815501274629e-13,7.690772101533235e-17,1.2099742005452603e-14
INST_01430,Elite Solutions,1.7125188166364855e-12,7.386709897751249e-17,1.1621366860434598e-14
INST_01250,Premier Partners,7.529706578069668e-13,7.178017208200087e-17,1.1293034715279805e-14
INST_00106,Advanced Group,9.241913224362218e-13,7.169269498812509e-17,1.1279272114421135e-14
INST_00165,Global Systems,1.8859912157540704e-12,7.109971558451752e-17,1.118597981940217e-14
INST_01111,Premier Technologies,3.47636935797478e-12,7.065219566315633e-17,1.1115572381510577e-14
INST_00513,Innovative Corp,1.1419987706011802e-12,6.887563912575786e-17,1.0836070200496318e-14
INST_01148,Alpha Technologies,4.704583971537714e-13,6.769379049452078e-17,1.0650132256442364e-14
INST_01198,Advanced Supply Co,4.3827923030545197e-13,6.754522653412137e-17,1.0626758977811694e-14
INST_00126,Prime Enterprises,1.828796493929117e-12,6.751195397263785e-17,1.0621524270496275e-14
INST_00886,Dynamic Corp,5.751498737550648e-13,6.65885160358075e-17,1.047624157785912e-14
INST_00936,Strategic Supply Co,1.710133499113683e-12,6.563742390552897e-17,1.0326608104810395e-14
INST_00758,Premier Group,2.4422003349230747e-12,6.420493303477917e-17,1.0101237105222678e-14
INST_00195,Prime Partners,7.713089569337206e-13,6.408881161746326e-17,1.0082967948728625e-14
INST_01085,Strategic Supply Co,4.548366314981031e-13,6.408837740663648e-17,1.0082899635184671e-14
INST_00128,Superior Supply Co,1.0411371848500131e-12,6.264475361628328e-17,9.855777115031916e-15
INST_01499,Advanced Industries,1.088901226172221e-12,6.252599723592735e-17,9.837093404933139e-15
INST_00179,Superior Supply Co,1.6216872302132205e-12,6.04231570437319e-17,9.506257651794793e-15
INST_01497,Advanced Solutions,2.9791764558592384e-12,5.94088379553312e-17,9.346676804529697e-15
INST_00263,Advanced Corp,1.6013273209129984e-12,5.865549023683272e-17,9.228154074771383e-15
INST_00787,Global Manufacturing,8.933889699490461e-13,5.838697207564481e-17,9.185908635285477e-15
INST_01302,Innovative Systems,4.2136066474760453e-13,5.781567052291715e-17,9.096026874337949e-15
INST_00177,Advanced Corp,9.593349997932085e-13,5.724579088935704e-17,9.006368821164529e-15
INST_01423,Superior Systems,2.4478529937142465e-12,5.67388866323697e-17,8.926618561372152e-15
INST_00779,Superior Systems,1.911645782666038e-12,5.590759881229951e-17,8.79583366718553e-15
INST_00729,Prime Group,3.54775268797151e-13,5.567533778749656e-17,8.75929249237322e-15
INST_00525,Elite Supply Co,5.489269103354988e-13,5.560012256291146e-17,8.747459027535788e-15
INST_00168,Superior Solutions,2.2079743018517076e-12,5.4260285290460247e-17,8.536665038168753e-15
INST_00145,Premier Manufacturing,7.141729793597223e-13,5.387324652260518e-17,8.475772982399464e-15
INST_00271,Strategic Technologies,8.217326244416201e-13,5.25445738203597e-17,8.266735493125106e-15
INST_00119,Strategic Enterprises,6.436143499246961e-13,5.1098801154778696e-17,8.039274894616691e-15
INST_00085,Prime Supply Co,1.0623745315520494e-12,4.961088660922145e-17,7.805184196183257e-15
INST_00906,Superior Industries,1.0686947883973917e-12,4.7789070946895626e-17,7.518561485165196e-15
INST_00032,Premier Corp,3.3998442682748927e-13,4.703068712662341e-17,7.399246435320279e-15
INST_00472,Prime Industries,4.680660918779387e-13,4.7027169309492117e-17,7.398692984000319e-15
INST_00380,Advanced Manufacturing,1.2334134123647195e-12,4.694451512606672e-17,7.385689162252444e-15
INST_01150,Alpha Supply Co,9.372274541263044e-13,4.558194060858991e-17,7.171317966395701e-15
INST_00374,Premier Partners,1.983442052843286e-12,4.5442865943176156e-17,7.149437620069153e-15
INST_00907,Prime Enterprises,8.021514196054095e-13,4.466120214694976e-17,7.0264599769342524e-15
INST_00556,Superior Industries,8.054757689019315e-13,4.436666766691864e-17,6.9801214406593805e-15
INST_00635,Advanced Solutions,8.112532007297783e-13,4.395386046298681e-17,6.915175287014136e-15
INST_00427,Innovative Solutions,1.4391074458551208e-12,4.386992108679679e-17,6.901969268390916e-15
INST_00016,Strategic Supply Co,1.2971642544188408e-12,4.379989576377507e-17,6.89095232066154e-15
INST_01117,Dynamic Solutions,1.2552970617173268e-12,4.351623135492266e-17,6.846323951520825e-15
INST_00509,Strategic Corp,2.347577850373518e-13,4.286490823864881e-17,6.743852553785222e-15
INST_00303,Premier Corp,1.69762761683233e-12,4.256110163471086e-17,6.696055252309222e-15
INST_01146,Alpha Industries,1.630668621921509e-12,4.245201033640503e-17,6.6788921307511506e-15
INST_00521,Dynamic Group,1.165291189778412e-12,4.163731845493928e-17,6.550718243272321e-15
INST_00350,Advanced Systems,7.706265915505746e-13,4.128621229275987e-17,6.495479394392006e-15
INST_00093,Elite Systems,1.509331483724642e-12,4.074194444833053e-17,6.409850794135525e-15
INST_00874,Alpha Corp,7.247618998667171e-13,4.0728271354267414e-17,6.407699632868543e-15
INST_00519,Innovative Supply Co,1.3449690759300902e-12,4.068727850979859e-17,6.401250308462694e-15
INST_00720,Alpha Corp,1.2800236921640182e-12,4.052733627649887e-17,6.3760869083104954e-15
INST_00197,Elite Partners,1.3111308237506557e-12,4.036019947843068e-17,6.349791601291329e-15
INST_00543,Superior Manufacturing,5.086259151854802e-13,3.9288882700947454e-17,6.181243418579275e-15
INST_01248,Advanced Corp,1.385529653000902e-12,3.928770079458555e-17,6.181057471552568e-15
INST_00599,Premier Technologies,1.0028581172632959e-12,3.9148497215098864e-17,6.1591568434259246e-15
INST_00058,Prime Supply Co,7.204481061135705e-12,3.863343648652197e-17,6.0781233418392825e-15
INST_00638,Superior Solutions,5.363978088116566e-13,3.810280464154118e-17,5.9946400668263e-15
INST_00370,Dynamic Industries,7.391717503533986e-13,3.8085075393184976e-17,5.991850758701854e-15
INST_01212,Prime Technologies,9.916305432266467e-13,3.8002869079379426e-17,5.9789173994092515e-15
INST_00712,Advanced Partners,2.200506651600732e-12,3.752313906356385e-17,5.903442410071278e-15
INST_00076,Superior Manufacturing,7.229232269958619e-13,3.726664341104363e-17,5.8630884484658334e-15
INST_00736,Global Technologies,4.244112452971389e-13,3.714352002030196e-17,5.843717685125781e-15
INST_01219,Global Partners,1.0357068483062015e-12,3.640804743767408e-17,5.728007215690507e-15
INST_00761,Dynamic Corp,5.854448500928353e-13,3.623107995455899e-17,5.700165266133583e-15
INST_00707,Advanced Partners,9.064204637144191e-13,3.616972182395669e-17,5.690511910912243e-15
INST_01179,Premier Group,1.5432099847750942e-12,3.590187671312424e-17,5.648372361128309e-15
INST_00933,Superior Partners,1.8091139040110105e-12,3.5791386655655945e-17,5.630989175514637e-15
INST_00791,Advanced Manufacturing,1.1409306708677478e-12,3.562142008085324e-17,5.6042486652315e-15
INST_00411,Premier Corp,1.8257078608050357e-12,3.541859170070815e-17,5.572338071096872e-15
INST_00393,Dynamic Corp,1.334486809499311e-12,3.5230961974800877e-17,5.542818651641194e-15
INST_01422,Innovative Partners,9.866757126667746e-13,3.517413081942339e-17,5.5338775166178034e-15
INST_00116,Alpha Partners,5.98528052033328e-13,3.513220327019736e-17,5.527281136932404e-15
INST_01126,Innovative Partners,5.671867256268735e-13,3.483163778234726e-17,5.4799937539399455e-15
INST_00663,Advanced Manufacturing,8.123794605408428e-13,3.4226177940708005e-17,5.384737935905281e-15
INST_00885,Premier Manufacturing,3.4268783408654665e-13,3.348915743901991e-17,5.268783935378113e-15
INST_01134,Superior Industries,6.500363141033784e-13,3.3426177001834615e-17,5.258875345820755e-15
INST_01161,Global Supply Co,9.4182461645293e-13,3.3410175017182336e-17,5.256357784731808e-15
INST_00822,Premier Technologies,5.985131360652244e-13,3.326368370363116e-17,5.23331059159426e-15
INST_00942,Global Corp,3.1058020359580667e-13,3.3239708988096774e-17,5.229538696278803e-15
INST_00974,Dynamic Corp,2.4857933393794153e-12,3.2986944413765965e-17,5.189771737940366e-15
INST_01456,Global Enterprises,1.0371294441426656e-12,3.298297733251971e-17,5.1891476047719316e-15
INST_01092,Superior Solutions,5.751589899425207e-13,3.294921635797345e-17,5.183836056380308e-15
INST_00215,Superior Systems,5.545828897764481e-13,3.249831650535725e-17,5.112896860485205e-15
INST_00056,Prime Group,1.8199626584849822e-12,3.2225503817623004e-17,5.069975771499349e-15
INST_01045,Elite Supply Co,1.6928128521540088e-12,3.2086351050291306e-17,5.048083137550117e-15
INST_01286,Superior Group,1.3240302932542496e-13,3.207322313348996e-17,5.046017747960251e-15
INST_00876,Dynamic Corp,3.924197505106335e-13,3.109123137048277e-17,4.89152289585694e-15
INST_01188,Prime Corp,1.0451176316664696e-12,3.103151843434139e-17,4.882128375876888e-15
INST_00615,Premier Industries,2.0285707796437768e-12,3.092488431665219e-17,4.865351837761018e-15
INST_00111,Prime Partners,1.3742870733627777e-12,3.08663183492019e-17,4.85613776813195e-15
INST_00286,Strategic Corp,1.288555001512853e-12,3.072377314376891e-17,4.833711408501432e-15
INST_01155,Innovative Supply Co,1.2741809439621699e-12,3.0321471049348186e-17,4.770418003281772e-15
INST_01141,Advanced Supply Co,3.2324499104862663e-13,2.933124012643027e-17,4.614626900191623e-15
INST_01105,Strategic Manufacturing,1.1673807092794145e-12,2.9091625230616286e-17,4.576928755171378e-15
INST_01274,Advanced Group,3.8761893962539814e-13,2.8986648388790967e-17,4.560412953040401e-15
INST_00464,Alpha Enterprises,1.5831837868992113e-12,2.8971660882118e-17,4.558054997796716e-15
INST_00988,Global Manufacturing,1.5715306006505059e-12,2.874257616256627e-17,4.5220135449052085e-15
INST_01133,Alpha Industries,1.3300697318775371e-12,2.8692264786026425e-17,4.514098153992117e-15
INST_00027,Alpha Systems,9.278320080018292e-13,2.8680267062930426e-17,4.512210575577389e-15
INST_00745,Advanced Industries,8.004648294622223e-13,2.855205641240194e-17,4.4920394435601415e-15
INST_00766,Alpha Solutions,9.942917949761186e-13,2.8505527329077376e-17,4.48471911347436e-15
INST_00549,Alpha Systems,5.5544656633581e-13,2.830194660283183e-17,4.452690154192591e-15
INST_00339,Alpha Group,1.898779730974982e-12,2.820114113773979e-17,4.436830626641252e-15
INST_00267,Superior Solutions,1.0143848062475267e-12,2.8083235765248235e-17,4.4182808039528356e-15
INST_00484,Innovative Partners,1.4343938018685845e-12,2.7951027791381254e-17,4.3974807808376635e-15
INST_01057,Advanced Technologies,5.873219843043524e-13,2.788652628524507e-17,4.387332884463835e-15
INST_00087,Alpha Corp,7.297706126464251e-13,2.784411893222089e-17,4.380661018181066e-15
INST_01300,Global Systems,1.544669457671107e-12,2.7591598456369033e-17,4.340932463381056e-15
INST_00819,Dynamic Corp,4.4285318836816306e-13,2.7502083326281793e-17,4.3268492222533644e-15
INST_01489,Advanced Partners,1.044331769762084e-12,2.749788619133098e-17,4.326188895183514e-15
INST_00067,Superior Technologies,1.1308285165474756e-12,2.743255706650247e-17,4.315910791172222e-15
INST_00946,Premier Manufacturing,5.566469339620273e-13,2.7404197072359075e-17,4.311448968511493e-15
INST_01135,Elite Technologies,1.642784472939672e-13,2.71708552895624e-17,4.274737760148301e-15
INST_01115,Innovative Technologies,1.0873235883818732e-12,2.6952102037106e-17,4.240321736859191e-15
INST_00315,Alpha Technologies,4.943962328505563e-13,2.6866434779338645e-17,4.226843873991652e-15
INST_00568,Premier Supply Co,1.1952519953481365e-12,2.682757177259132e-17,4.220729632807661e-15
INST_00326,Elite Partners,1.1502935403835778e-12,2.6579465757288198e-17,4.181695596490681e-15
INST_00805,Superior Solutions,1.2198303795674095e-12,2.6474638861469252e-17,4.165203385072937e-15
INST_00265,Premier Enterprises,1.4162927878545541e-12,2.602327634836997e-17,4.094191399704846e-15
INST_00381,Elite Technologies,2.4414024596335246e-12,2.5974726684050747e-17,4.086553175545314e-15
INST_00523,Alpha Solutions,1.255447132304703e-12,2.5913084857602133e-17,4.076855187008838e-15
INST_00182,Strategic Technologies,1.6458757747756344e-12,2.57468954056432e-17,4.050708924108527e-15
INST_01222,Prime Enterprises,1.2359933642384947e-12,2.5526717443143647e-17,4.016068753962286e-15
INST_00904,Elite Solutions,4.5019285783999457e-13,2.535385836214725e-17,3.9888731713115e-15
INST_00738,Innovative Systems,5.580592101894023e-13,2.5191748396553332e-17,3.963368726058101e-15
INST_01205,Elite Enterprises,6.114517218735122e-13,2.5176328096161466e-17,3.960942680221287e-15
INST_01176,Strategic Partners,6.514289779042618e-13,2.5124866095928373e-17,3.95284626392284e-15
