instrument_id,instrument_name,current_weight,target_weight,change,sector
INST_00002,Global Enterprises,0.015650675092836543,0.009254339984634825,-0.006396335108201718,Healthcare
INST_00158,Prime Supply Co,0.0127264209668952,0.00878507097210223,-0.0039413499947929705,Technology
INST_01444,Alpha Enterprises,0.012237999169380837,0.008711627418894762,-0.0035263717504860747,Financial
INST_00850,Innovative Manufacturing,0.011856827914187325,0.008419470549717728,-0.003437357364469597,Healthcare
INST_00842,Advanced Corp,0.007181874026712187,0.008364066392985694,0.0011821923662735075,Energy
INST_00047,Dynamic Solutions,0.005176663121254269,0.008112670742921317,0.0029360076216670477,Financial
INST_01204,Alpha Enterprises,0.010883782330953213,0.007764850929475494,-0.0031189314014777184,Healthcare
INST_00632,Innovative Group,0.00593496149852989,0.007438583656268601,0.0015036221577387106,Technology
INST_00413,Global Partners,0.007680425137468846,0.0072097667360095374,-0.00047065840145930817,Energy
INST_00469,Superior Industries,0.0026172769547127884,0.006910667965741932,0.0042933910110291434,Financial
INST_00957,Premier Partners,0.01131779639385018,0.0063928727981820335,-0.004924923595668146,Technology
INST_00364,Innovative Solutions,0.011206489180556658,0.006368407018731574,-0.004838082161825084,Financial
INST_00358,Dynamic Technologies,0.0036657005284167275,0.006144067791771149,0.0024783672633544216,Industrial
INST_00444,Dynamic Technologies,0.028221048275154006,0.006079885907121634,-0.02214116236803237,Consumer
INST_00231,Premier Group,0.007721314779786821,0.006068609424628161,-0.0016527053551586603,Technology
INST_00070,Innovative Enterprises,0.0026814155161107066,0.006017640317232115,0.0033362248011214084,Technology
INST_01191,Advanced Technologies,0.005497285873072982,0.005789685957335064,0.00029240008426208164,Energy
INST_00383,Elite Supply Co,0.017682492759322044,0.005696418362274709,-0.011986074397047335,Energy
INST_00461,Premier Manufacturing,0.010672157241357241,0.005648739741290219,-0.005023417500067022,Industrial
INST_01359,Global Systems,0.005325692043065845,0.005568780931684436,0.00024308888861859085,Technology
INST_01298,Dynamic Partners,0.008109243674870904,0.005448309427624148,-0.0026609342472467563,Consumer
INST_01308,Superior Technologies,0.004932869907365191,0.005385588059553718,0.00045271815218852693,Healthcare
INST_01127,Prime Enterprises,0.023831873630067366,0.005336000489557108,-0.01849587314051026,Technology
INST_01463,Innovative Solutions,0.007531837444510692,0.005241505727383937,-0.0022903317171267543,Technology
INST_00550,Alpha Systems,0.015620130870924566,0.00523084615685387,-0.010389284714070697,Financial
INST_00540,Strategic Partners,0.007149256641175726,0.005177168675187615,-0.0019720879659881107,Healthcare
INST_00104,Dynamic Technologies,0.011455864817153648,0.004658494873283759,-0.0067973699438698895,Technology
INST_01418,Global Solutions,0.005539430941696251,0.004490786272106959,-0.0010486446695892925,Industrial
INST_00012,Alpha Supply Co,0.016678370071373298,0.0044134137543745955,-0.012264956316998702,Healthcare
INST_00591,Innovative Partners,0.021574070447886524,0.004254526676739462,-0.017319543771147063,Technology
INST_00730,Superior Group,0.010879240182438656,0.004081684136752415,-0.006797556045686241,Financial
INST_00171,Advanced Solutions,0.014271712817196278,0.003981305729542086,-0.010290407087654193,Industrial
INST_00132,Alpha Supply Co,0.02475668416293221,0.0038049796855662136,-0.020951704477365996,Technology
INST_01490,Elite Industries,0.009129810869885098,0.0037655716909468628,-0.005364239178938236,Healthcare
INST_00649,Innovative Manufacturing,0.014539336791450641,0.0037598888318669753,-0.010779447959583665,Industrial
INST_00748,Dynamic Enterprises,0.012754214442571316,0.003758462590016875,-0.008995751852554442,Industrial
INST_00189,Strategic Enterprises,0.018748862416283523,0.0037200215277454055,-0.015028840888538118,Healthcare
INST_00304,Global Technologies,0.023945944446553128,0.003715855857491184,-0.020230088589061945,Industrial
INST_00768,Advanced Manufacturing,0.006816730649382979,0.0036042238353975555,-0.0032125068139854233,Consumer
INST_00555,Global Systems,0.029467110426489796,0.0035903970238349613,-0.025876713402654836,Consumer
INST_01390,Innovative Industries,0.005786063215613739,0.0033881303652183166,-0.0023979328503954222,Energy
INST_00071,Dynamic Partners,0.0011862291897298878,0.003364692265641585,0.0021784630759116973,Technology
INST_00398,Advanced Solutions,0.0198328137577857,0.0030381564185649134,-0.016794657339220788,Energy
INST_00915,Global Systems,0.042425754067132566,0.0029956923355672176,-0.03943006173156535,Energy
INST_00020,Global Partners,0.0037227306848459396,0.0029600817544051168,-0.0007626489304408228,Healthcare
INST_00442,Strategic Technologies,0.011743233509880324,0.002935706175979798,-0.008807527333900526,Technology
INST_00639,Superior Corp,0.007564027988004702,0.0029232782724326,-0.004640749715572101,Technology
INST_00984,Prime Supply Co,0.012518254027868393,0.0028362612395234784,-0.009681992788344914,Technology
INST_00100,Advanced Partners,0.003099942272394353,0.0028242384144081156,-0.00027570385798623715,Technology
INST_00969,Premier Supply Co,0.009446820233888374,0.0028130086738151192,-0.006633811560073255,Technology
INST_01209,Superior Enterprises,0.0007558979416522146,0.0027686967373311278,0.002012798795678913,Energy
INST_01107,Alpha Technologies,0.005739101207273937,0.002694210311762308,-0.0030448908955116286,Energy
INST_00233,Innovative Solutions,0.010582138183676456,0.0026681811961785885,-0.007913956987497868,Industrial
INST_01313,Advanced Technologies,0.0021466890842406954,0.002488239835195154,0.0003415507509544587,Industrial
INST_01398,Prime Industries,0.008466014225347622,0.002245649994244723,-0.006220364231102898,Financial
INST_00756,Alpha Manufacturing,0.006971911485669966,0.0021002482710532427,-0.004871663214616724,Healthcare
INST_00015,Superior Systems,0.004403463596289372,0.001908706888449222,-0.00249475670784015,Energy
INST_00208,Premier Technologies,0.0012240554712552648,0.0018307959837775124,0.0006067405125222477,Consumer
INST_00213,Dynamic Enterprises,0.025527953819988486,0.0017784636141104718,-0.023749490205878014,Industrial
INST_01357,Dynamic Partners,0.009398163435538884,0.0017574075372799086,-0.007640755898258975,Technology
INST_01329,Innovative Industries,0.0131441213836045,0.0017401873882605416,-0.011403933995343958,Technology
INST_01348,Innovative Technologies,0.00747831915248181,0.001736532987545227,-0.005741786164936583,Energy
INST_01215,Superior Group,0.010902760556130292,0.001577431739733723,-0.00932532881639657,Financial
INST_01270,Premier Partners,0.002768955622850886,0.0015315489361832004,-0.0012374066866676855,Financial
INST_00691,Alpha Group,0.003287230230382608,0.001501460018744379,-0.001785770211638229,Financial
INST_00964,Global Systems,0.013481836222702773,0.0013665050491765594,-0.012115331173526214,Energy
INST_01065,Dynamic Manufacturing,0.0024330742655939495,0.0012411383502157845,-0.001191935915378165,Financial
INST_00919,Elite Manufacturing,0.021947946949553404,0.0011648926130792272,-0.020783054336474177,Consumer
INST_01131,Innovative Partners,0.009226156207284932,0.0011588218124163503,-0.008067334394868581,Technology
INST_00827,Dynamic Systems,0.0013832182974948405,0.0011480842888454083,-0.0002351340086494322,Industrial
INST_01015,Strategic Partners,0.020521888896784427,0.000930299861116762,-0.019591589035667663,Financial
INST_01461,Superior Partners,0.006376695233668322,0.0009283237307032701,-0.005448371502965051,Financial
INST_00981,Prime Group,0.007083729996380635,0.0008774005271327723,-0.006206329469247863,Consumer
INST_01457,Alpha Technologies,0.0017936909964722395,0.0008382335169397855,-0.0009554574795324539,Industrial
INST_01478,Premier Partners,0.020124617134612593,0.0007070172320744075,-0.019417599902538184,Technology
INST_00084,Global Systems,0.005200424018336707,0.0006897999693212473,-0.00451062404901546,Financial
INST_00872,Elite Industries,0.002080043226841378,0.0004165205364702397,-0.0016635226903711383,Healthcare
INST_00246,Prime Solutions,0.02543256845279536,0.0003273150553555736,-0.025105253397439787,Financial
INST_00699,Premier Technologies,0.004588980382560106,0.0002776993160621657,-0.004311281066497941,Consumer
INST_00486,Elite Group,0.013999252499593632,0.00018419450590286012,-0.013815057993690772,Financial
INST_00354,Dynamic Technologies,0.005790871828381691,9.70642481178354e-05,-0.005693807580263856,Consumer
INST_01143,Strategic Solutions,0.014548132860417812,2.178261666689461e-05,-0.014526350243750917,Technology
INST_00871,Premier Corp,0.0019953792944551155,1.184937446645899e-06,-0.0019941943570084696,Industrial
INST_00058,Prime Supply Co,-0.009258424823555595,7.204481061135705e-12,0.009258424830760077,Financial
INST_00001,Superior Group,-0.01561045156348703,6.035115302591259e-12,0.015610451569522146,Financial
INST_00327,Global Industries,-0.002655162670304312,5.740836963614036e-12,0.002655162676045149,Energy
INST_00105,Innovative Enterprises,-0.009180838702165225,3.477433709897915e-12,0.009180838705642659,Energy
INST_01111,Premier Technologies,-0.005966654806250461,3.47636935797478e-12,0.005966654809726831,Financial
INST_00939,Strategic Manufacturing,-0.01408876788304667,3.4498975721326332e-12,0.01408876788649657,Industrial
INST_00211,Premier Technologies,-0.014087928142155726,3.1298612839278376e-12,0.014087928145285587,Consumer
INST_00144,Superior Partners,-0.01313848662956181,3.0954601029482917e-12,0.01313848663265727,Healthcare
INST_00719,Alpha Solutions,-0.007440166523432449,3.0857505359450496e-12,0.0074401665265181995,Industrial
INST_00118,Elite Enterprises,-0.00361992931354957,3.085412877123453e-12,0.003619929316634983,Energy
INST_00078,Global Systems,-0.001430984562536825,3.0800053895624582e-12,0.0014309845656168304,Energy
INST_01497,Advanced Solutions,-9.355055144335544e-06,2.9791764558592384e-12,9.355058123512e-06,Technology
INST_01350,Dynamic Corp,-0.004115749412595643,2.976796788333436e-12,0.0041157494155724395,Healthcare
INST_00966,Advanced Supply Co,-0.006634737668893531,2.953850805008143e-12,0.0066347376718473815,Industrial
INST_00502,Innovative Enterprises,0.0051249650832811315,2.8523566113781474e-12,-0.005124965080428775,Financial
INST_01265,Premier Solutions,-0.0036735321318686737,2.846100955812344e-12,0.0036735321347147747,Technology
INST_00456,Strategic Supply Co,-0.016318240067793966,2.7793353471850425e-12,0.016318240070573302,Healthcare
INST_00834,Superior Supply Co,-0.008943016704855112,2.74036049992196e-12,0.008943016707595472,Industrial
INST_00668,Innovative Industries,-0.013689221053214741,2.6685803693339854e-12,0.013689221055883322,Consumer
INST_01301,Prime Partners,0.008501194032835287,2.6482443010911826e-12,-0.008501194030187042,Healthcare
INST_01036,Advanced Supply Co,-0.007083011286623174,2.5913944473242138e-12,0.007083011289214568,Technology
INST_00776,Innovative Supply Co,-0.006954971671675652,2.548175181375261e-12,0.006954971674223827,Industrial
INST_00974,Dynamic Corp,-0.0015659288141705188,2.4857933393794153e-12,0.001565928816656312,Technology
INST_01423,Superior Systems,-0.00951899065984617,2.4478529937142465e-12,0.009518990662294023,Healthcare
INST_00758,Premier Group,-0.014931852456874797,2.4422003349230747e-12,0.014931852459316998,Technology
INST_00381,Elite Technologies,-0.0038096768663623093,2.4414024596335246e-12,0.003809676868803712,Consumer
INST_01144,Strategic Partners,-0.0008928105406439625,2.4384310620034747e-12,0.0008928105430823936,Technology
INST_00275,Advanced Supply Co,-0.008095495495007154,2.427553445595154e-12,0.008095495497434707,Industrial
INST_00041,Elite Partners,-0.016372789672876507,2.41695054274626e-12,0.01637278967529346,Consumer
INST_01180,Global Group,-0.010368997049141205,2.29827278493632e-12,0.010368997051439477,Industrial
INST_01214,Prime Enterprises,-0.01158387066869039,2.2845887005311813e-12,0.01158387067097498,Technology
INST_01335,Advanced Technologies,-0.010282436407592162,2.268781265327551e-12,0.010282436409860943,Energy
INST_00061,Superior Enterprises,-0.013806618484975506,2.262163557026819e-12,0.01380661848723767,Healthcare
INST_00348,Global Group,-0.01275622118118216,2.2591839291473163e-12,0.012756221183441344,Consumer
INST_00168,Superior Solutions,-0.008524613284566733,2.2079743018517076e-12,0.008524613286774708,Financial
INST_00712,Advanced Partners,-0.004183751758545392,2.200506651600732e-12,0.004183751760745898,Energy
INST_00123,Global Supply Co,0.015157749928224634,2.183619301932308e-12,-0.015157749926041015,Healthcare
INST_00164,Strategic Corp,0.007997735346836501,2.155570567505532e-12,-0.00799773534468093,Energy
INST_00337,Prime Manufacturing,-0.02482205495673158,2.1311590331741728e-12,0.02482205495886274,Financial
INST_00467,Elite Corp,-0.01610057905538902,2.088313880478257e-12,0.016100579057477332,Healthcare
INST_00615,Premier Industries,-0.021419719144431307,2.0285707796437768e-12,0.02141971914645988,Consumer
INST_00349,Strategic Systems,-0.022852485363560365,2.016672683241298e-12,0.022852485365577036,Healthcare
INST_01159,Prime Manufacturing,-0.0027738190596156053,2.013678354547223e-12,0.0027738190616292836,Technology
INST_00148,Premier Industries,-0.035682480262342754,2.004589499781054e-12,0.035682480264347345,Industrial
INST_00735,Premier Solutions,-0.0030483483253453654,2.0017906833264874e-12,0.003048348327347156,Technology
INST_01246,Strategic Technologies,-0.010162067384642332,1.999889441659646e-12,0.010162067386642222,Industrial
INST_00538,Superior Industries,-0.006695968837546789,1.9945572810149533e-12,0.006695968839541346,Financial
INST_00122,Superior Partners,-0.012569953352892503,1.988476921049759e-12,0.01256995335488098,Healthcare
INST_00374,Premier Partners,-0.0004133825227398597,1.983442052843286e-12,0.00041338252472330176,Healthcare
INST_00949,Superior Industries,-6.628887320988588e-05,1.983169407277003e-12,6.628887519305529e-05,Technology
INST_00209,Advanced Supply Co,-0.006801411671594068,1.9559541235888722e-12,0.0068014116735500224,Technology
INST_00098,Superior Corp,-0.005674767357823315,1.928868883743918e-12,0.005674767359752184,Technology
INST_01358,Premier Group,-0.011656760606383704,1.922208008321189e-12,0.011656760608305911,Financial
INST_00184,Premier Solutions,0.0005829265295793622,1.9139168202801536e-12,-0.0005829265276654454,Financial
INST_00779,Superior Systems,-0.021908716694813934,1.911645782666038e-12,0.021908716696725578,Industrial
INST_00339,Alpha Group,-0.0010523761823181654,1.898779730974982e-12,0.0010523761842169451,Energy
INST_00667,Elite Manufacturing,-0.002291058542967463,1.8924042321879482e-12,0.002291058544859867,Healthcare
INST_00165,Global Systems,-0.0006284959191867542,1.8859912157540704e-12,0.0006284959210727455,Energy
INST_00586,Global Systems,-0.0006210696813812871,1.8823520040101965e-12,0.0006210696832636392,Consumer
INST_00146,Global Group,-0.008145069627011826,1.8789295029452457e-12,0.008145069628890755,Technology
INST_01263,Advanced Manufacturing,-0.003132157076350033,1.8615122017765496e-12,0.0031321570782115453,Financial
INST_01331,Superior Technologies,-0.012684565000335851,1.859793893551092e-12,0.012684565002195645,Consumer
INST_01336,Advanced Group,-0.007416774333791372,1.8588209359096028e-12,0.0074167743356501935,Healthcare
INST_00542,Prime Solutions,-0.014397702771098633,1.8346420631068342e-12,0.014397702772933275,Technology
INST_00126,Prime Enterprises,-0.013700680611991613,1.828796493929117e-12,0.01370068061382041,Consumer
INST_00411,Premier Corp,-0.00647963090668271,1.8257078608050357e-12,0.006479630908508418,Industrial
INST_00056,Prime Group,0.014907773636944663,1.8199626584849822e-12,-0.0149077736351247,Industrial
INST_01273,Superior Manufacturing,-0.008262398936597791,1.8115436985331754e-12,0.008262398938409335,Consumer
INST_00933,Superior Partners,-0.02035277536934163,1.8091139040110105e-12,0.020352775371150746,Financial
INST_01322,Premier Supply Co,-0.03495374184125247,1.797622150377573e-12,0.03495374184305009,Financial
INST_00732,Elite Industries,-0.007717039664725744,1.757555804724574e-12,0.0077170396664833,Technology
INST_00619,Strategic Enterprises,-0.01659859145975659,1.7468632753740169e-12,0.016598591461503453,Energy
INST_00065,Dynamic Corp,-0.05574820904016218,1.7455151412640872e-12,0.05574820904190769,Technology
INST_00967,Elite Corp,-0.010041793449215474,1.7315485719322719e-12,0.010041793450947023,Energy
INST_00772,Alpha Corp,-0.022697021677792265,1.7213287649319502e-12,0.022697021679513592,Energy
INST_01120,Alpha Industries,-0.0012819408250833225,1.7182072967145245e-12,0.0012819408268015299,Industrial
INST_01430,Elite Solutions,-0.012189407648152236,1.7125188166364855e-12,0.012189407649864755,Energy
INST_00936,Strategic Supply Co,-0.029688964590050097,1.710133499113683e-12,0.02968896459176023,Energy
INST_00178,Elite Supply Co,0.004970968264618155,1.7073153648303723e-12,-0.004970968262910839,Industrial
INST_00754,Innovative Group,-0.014196573341421522,1.699430965057301e-12,0.014196573343120952,Industrial
INST_00303,Premier Corp,-0.004170016996321372,1.69762761683233e-12,0.004170016998018999,Financial
INST_01045,Elite Supply Co,-0.007397646513025106,1.6928128521540088e-12,0.007397646514717918,Energy
INST_00698,Global Partners,0.011661537397145767,1.6760703924456298e-12,-0.011661537395469697,Technology
INST_00539,Prime Partners,-0.006158334083078533,1.6600524429297763e-12,0.006158334084738586,Energy
INST_00697,Dynamic Group,0.002667837556658317,1.6594847540359556e-12,-0.002667837554998832,Healthcare
INST_00182,Strategic Technologies,-0.0032330025568517466,1.6458757747756344e-12,0.0032330025584976223,Healthcare
INST_00173,Elite Enterprises,-0.018203767735452726,1.6437797889052799e-12,0.018203767737096505,Technology
INST_01146,Alpha Industries,-0.017288600529797152,1.630668621921509e-12,0.01728860053142782,Consumer
INST_00682,Alpha Solutions,-0.007052039048554271,1.6254796012523375e-12,0.0070520390501797505,Industrial
INST_00179,Superior Supply Co,0.0120359979204289,1.6216872302132205e-12,-0.012035997918807212,Financial
INST_00796,Dynamic Systems,-0.02758391929134865,1.6161092737695578e-12,0.02758391929296476,Technology
INST_01281,Elite Enterprises,-0.017162619664077925,1.6157916243596114e-12,0.017162619665693716,Industrial
INST_00133,Elite Group,-0.0020781777038607996,1.6048564808927964e-12,0.002078177705465656,Industrial
INST_01043,Superior Partners,-0.020891638660542524,1.6038385020750941e-12,0.020891638662146363,Consumer
INST_00263,Advanced Corp,-0.01537484721603917,1.6013273209129984e-12,0.015374847217640496,Energy
INST_00388,Prime Solutions,-0.008863266458636688,1.5962399280009438e-12,0.008863266460232928,Consumer
INST_00900,Dynamic Solutions,-0.01737510411395254,1.5863952974690627e-12,0.017375104115538935,Industrial
INST_00660,Elite Systems,-0.022094056411283643,1.5847745351253994e-12,0.022094056412868417,Industrial
INST_00464,Alpha Enterprises,-0.00932747390099243,1.5831837868992113e-12,0.009327473902575613,Consumer
INST_00072,Elite Partners,-0.01829178239406489,1.579748581107495e-12,0.01829178239564464,Technology
INST_00459,Elite Partners,-0.008928769289984272,1.578826737512388e-12,0.0089287692915631,Industrial
INST_00932,Premier Supply Co,-0.017558779582269736,1.5742846010678004e-12,0.017558779583844022,Energy
INST_00988,Global Manufacturing,0.013189299827680474,1.5715306006505059e-12,-0.013189299826108943,Financial
INST_00508,Innovative Corp,0.013270051962081262,1.556338049837522e-12,-0.013270051960524923,Financial
INST_00832,Superior Supply Co,-0.013441973092492622,1.5542651847118105e-12,0.013441973094046888,Technology
INST_00992,Prime Technologies,-0.014825487979342987,1.548008213530394e-12,0.014825487980890995,Energy
INST_01300,Global Systems,-0.002432257035875634,1.544669457671107e-12,0.002432257037420303,Financial
INST_01179,Premier Group,-0.022023160818751313,1.5432099847750942e-12,0.022023160820294523,Financial
INST_00998,Elite Corp,-0.010612699754243478,1.542089457722685e-12,0.010612699755785568,Healthcare
INST_00368,Global Group,-0.0032696634185185084,1.5416517518428376e-12,0.00326966342006016,Healthcare
INST_01495,Strategic Corp,-0.012491075868878473,1.5323911679192301e-12,0.012491075870410864,Consumer
INST_00219,Alpha Partners,-0.0022180778849641186,1.518308271976464e-12,0.002218077886482427,Consumer
INST_00620,Dynamic Systems,-0.0005011763133778861,1.5096047049831758e-12,0.0005011763148874909,Consumer
INST_00093,Elite Systems,0.006185042841905687,1.509331483724642e-12,-0.006185042840396355,Financial
INST_01371,Superior Enterprises,-0.017326788011560776,1.5041572880784567e-12,0.017326788013064934,Financial
INST_01479,Superior Industries,-0.0012610825034366357,1.4920737335578342e-12,0.0012610825049287095,Industrial
INST_00498,Strategic Solutions,-0.0015515796817939995,1.482163771006897e-12,0.0015515796832761633,Technology
INST_00334,Alpha Technologies,0.007902672238096094,1.4668074108846352e-12,-0.007902672236629287,Financial
INST_00809,Innovative Systems,2.3747852732548972e-05,1.462404689721201e-12,-2.374785127014428e-05,Financial
INST_01303,Innovative Technologies,-0.008781881226034677,1.4618492158290672e-12,0.008781881227496527,Financial
INST_00217,Advanced Corp,0.005803344443530196,1.4610045243828386e-12,-0.005803344442069191,Healthcare
INST_00409,Dynamic Manufacturing,-0.0016715466928008049,1.4604485570135556e-12,0.0016715466942612534,Financial
INST_00077,Innovative Solutions,-0.01226168130589002,1.453215154702021e-12,0.012261681307343236,Consumer
INST_01377,Innovative Manufacturing,-0.015405528475346814,1.4522772135309194e-12,0.015405528476799091,Consumer
INST_01225,Elite Manufacturing,-0.006021161870863258,1.4426551877036465e-12,0.006021161872305913,Healthcare
INST_00340,Strategic Group,0.0025945854611422467,1.4397023930116892e-12,-0.002594585459702544,Healthcare
INST_00427,Innovative Solutions,0.0011735182553553178,1.4391074458551208e-12,-0.0011735182539162102,Energy
INST_01397,Advanced Solutions,-0.005726599649728853,1.4384706547703104e-12,0.005726599651167324,Technology
INST_00480,Premier Partners,-0.004038498161591722,1.4356293830379823e-12,0.004038498163027352,Healthcare
INST_00484,Innovative Partners,-0.006796457919026907,1.4343938018685845e-12,0.006796457920461301,Energy
INST_00265,Premier Enterprises,-0.009950078219742737,1.4162927878545541e-12,0.00995007822115903,Consumer
INST_00661,Innovative Industries,0.006118520078502177,1.4141809748622834e-12,-0.006118520077087995,Healthcare
INST_00782,Dynamic Enterprises,-0.0005977617051484172,1.4132560741362378e-12,0.0005977617065616734,Consumer
INST_01437,Innovative Solutions,-0.017980854366697628,1.405548955462612e-12,0.017980854368103177,Energy
INST_00435,Superior Partners,-0.002330298386559862,1.3991522255997316e-12,0.002330298387959014,Technology
INST_00864,Dynamic Systems,-0.021046533620074276,1.3889599315404286e-12,0.021046533621463234,Consumer
INST_01248,Advanced Corp,0.024056813232569665,1.385529653000902e-12,-0.024056813231184134,Healthcare
INST_00324,Prime Enterprises,-0.018374547941414448,1.3849530468574833e-12,0.018374547942799403,Industrial
INST_01289,Global Manufacturing,-0.00609918175327949,1.3848319527817522e-12,0.006099181754664323,Industrial
INST_00172,Strategic Enterprises,-0.006181527774437648,1.3834612012463998e-12,0.006181527775821109,Healthcare
INST_00905,Advanced Supply Co,-0.004017977151540014,1.3820085390963253e-12,0.004017977152922022,Healthcare
INST_00623,Innovative Enterprises,0.00490043905446541,1.3791466699877053e-12,-0.004900439053086263,Consumer
INST_00109,Strategic Supply Co,0.004300161734933846,1.3784708070536003e-12,-0.004300161733555375,Energy
INST_00111,Prime Partners,-0.004638323299182352,1.3742870733627777e-12,0.004638323300556639,Financial
INST_00479,Advanced Group,-0.01627223956007677,1.3687025083461371e-12,0.016272239561445474,Financial
INST_01473,Superior Corp,-0.004484927382250082,1.3606866328787457e-12,0.004484927383610769,Energy
INST_00335,Premier Partners,-0.005741470653411373,1.3599087670008455e-12,0.005741470654771282,Energy
INST_00717,Superior Enterprises,-0.0003593312890505508,1.3485859411833083e-12,0.00035933129039913676,Technology
INST_00519,Innovative Supply Co,0.013011361489465993,1.3449690759300902e-12,-0.013011361488121024,Energy
INST_01433,Innovative Supply Co,-0.011912599003156495,1.33863876241672e-12,0.011912599004495135,Consumer
INST_01453,Alpha Partners,-0.0036457718234386947,1.3352121506716294e-12,0.003645771824773907,Healthcare
INST_00393,Dynamic Corp,-0.002136366652420663,1.334486809499311e-12,0.0021363666537551496,Consumer
INST_00463,Dynamic Group,-0.017392588140008696,1.3341177847501706e-12,0.017392588141342813,Consumer
INST_01157,Innovative Enterprises,-0.008540625367400514,1.3332662353886509e-12,0.008540625368733781,Energy
INST_01133,Alpha Industries,-0.005640866871451961,1.3300697318775371e-12,0.005640866872782031,Consumer
INST_00224,Global Technologies,-0.008763222295686181,1.3279638194631098e-12,0.008763222297014145,Financial
INST_00664,Elite Corp,-0.0060864238808852715,1.317258706068519e-12,0.00608642388220253,Consumer
INST_00197,Elite Partners,-0.0022706325859060956,1.3111308237506557e-12,0.0022706325872172265,Industrial
INST_01227,Innovative Systems,-0.01034599272843976,1.309444986818757e-12,0.010345992729749206,Healthcare
INST_00016,Strategic Supply Co,-0.021694116680818026,1.2971642544188408e-12,0.02169411668211519,Financial
INST_00286,Strategic Corp,0.010086130218719189,1.288555001512853e-12,-0.010086130217430635,Technology
INST_01074,Global Industries,-0.018500226938440563,1.284566057491791e-12,0.01850022693972513,Financial
INST_00720,Alpha Corp,-0.012411522654701076,1.2800236921640182e-12,0.012411522655981099,Healthcare
